"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00208080","1994-04-18","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  261",",,6","   83",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-19","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  194",",,6","   -6",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-20","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  167",",,6","    0",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-21","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  156",",,6","  -17",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-22","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  150",",,6","  -22",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-23","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  194",",,6","   28",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-24","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  278",",,6","  106",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-25","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  294",",,6","  128",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-26","42.0027","-83.9336","237.7","TECUMSEH, MI US","  140",",,6,","    0",",,6,",,,"  294",",,6","  156",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-27","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  211",",,6","   28",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-28","42.0027","-83.9336","237.7","TECUMSEH, MI US","  132",",,6,","    0",",,6,",,,"  122",",,6","   33",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-29","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,","    0",",,6,",,,"  178",",,6","   61",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-04-30","42.0027","-83.9336","237.7","TECUMSEH, MI US","  173",",,6,","    0",",,6,",,,"   78",",,6","   28",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-01","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  206",",,6","   39",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-02","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  228",",,6","   56",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-03","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  256",",,6","   72",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-04","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  272",",,6","   78",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-05","42.0027","-83.9336","237.7","TECUMSEH, MI US","   56",",,6,",,,,,"  306",",,6","   89",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-06","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  294",",,6","  122",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-07","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  300",",,6","  100",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-08","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  211",",,6","   33",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-09","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  256",",,6","   78",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-10","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  289",",,6","  128",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-11","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  294",",,6","  117",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-12","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  289",",,6","  178",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-13","42.0027","-83.9336","237.7","TECUMSEH, MI US","  500",",,6,",,,,,"  322",",,6","  183",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-14","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  322",",,6","  206",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-15","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  344",",,6","  206",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-16","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  361",",,6","  222",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-17","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  350",",,6","  222",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-18","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  361",",,6","  222",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-19","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  328",",,6","  194",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-20","42.0027","-83.9336","237.7","TECUMSEH, MI US","  122",",,6,",,,,,"  317",",,6","  211",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-21","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  317",",,6","  139",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-22","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  294",",,6","  189",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-23","42.0027","-83.9336","237.7","TECUMSEH, MI US","  508",",,6,",,,,,"  233",",,6","  183",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-24","42.0027","-83.9336","237.7","TECUMSEH, MI US","  165",",,6,",,,,,"  256",",,6","  128",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-25","42.0027","-83.9336","237.7","TECUMSEH, MI US","   36",",,6,",,,,,"  239",",,6","  133",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-26","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  261",",,6","  139",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-27","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  239",",,6","  178",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-28","42.0027","-83.9336","237.7","TECUMSEH, MI US","   25",",,6,",,,,,"  278",",,6","  133",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-29","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  244",",,6","  167",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-06-30","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  267",",,6","  150",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-01","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  300",",,6","  189",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-02","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  250",",,6","  144",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-03","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  261",",,6","  161",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-04","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  311",",,6","  178",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-05","42.0027","-83.9336","237.7","TECUMSEH, MI US","   41",",,6,",,,,,"  317",",,6","  217",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-06","42.0027","-83.9336","237.7","TECUMSEH, MI US","   43",",,6,",,,,,"  339",",,6","  206",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-07","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  322",",,6","  217",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-08","42.0027","-83.9336","237.7","TECUMSEH, MI US","   18",",,6,",,,,,"  300",",,6","  161",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-09","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  261",",,6","  139",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-10","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  233",",,6","  106",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-11","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  261",",,6","  150",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-12","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  322",",,6","  194",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-13","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  300",",,6","  156",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-14","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  267",",,6","  183",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-15","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  250",",,6","  178",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-16","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  294",",,6","  150",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-17","42.0027","-83.9336","237.7","TECUMSEH, MI US","   58",",,6,",,,,,"  256",",,6","  156",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-18","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  294",",,6","  156",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-19","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  300",",,6","  178",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-20","42.0027","-83.9336","237.7","TECUMSEH, MI US","  191",",,6,",,,,,"  322",",,6","  211",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-21","42.0027","-83.9336","237.7","TECUMSEH, MI US","   41",",,6,",,,,,"  278",",,6","  200",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-22","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  272",",,6","  183",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-23","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  294",",,6","  183",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-24","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  294",",,6","  144",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-25","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  289",",,6","  139",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-26","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  261",",,6","  128",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-27","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  244",",,6","  167",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-28","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  267",",,6","  139",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-29","42.0027","-83.9336","237.7","TECUMSEH, MI US","  127",",,6,",,,,,"  267",",,6","  144",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-30","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  283",",,6","  144",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-07-31","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  278",",,6","  161",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-01","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  144",",,6","   28",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-02","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  178",",,6","   33",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-03","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  172",",,6","   39",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-04","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  156",",,6","   56",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-05","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  161",",,6","   22",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-06","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  206",",,6","   22",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-07","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  267",",,6","   67",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-08","42.0027","-83.9336","237.7","TECUMSEH, MI US","  130",",,6,",,,,,"  244",",,6","  122",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-09","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  139",",,6","   11",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-10","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  144",",,6","  -11",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-11","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  156",",,6","   33",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-12","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  211",",,6","   28",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-13","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  183",",,6","   56",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-14","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  211",",,6","   67",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-15","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  206",",,6","   83",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-16","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  222",",,6","   61",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-17","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  250",",,6","   72",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-18","42.0027","-83.9336","237.7","TECUMSEH, MI US","  150",",,6,",,,,,"  228",",,6","  100",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-19","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  172",",,6","  133",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-20","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  172",",,6","   61",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-21","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  189",",,6","   39",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-22","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  200",",,6","   67",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-23","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  172",",,6","   67",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-24","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  133",",,6","   61",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-25","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"   72",",,6","   -6",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-26","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"   94",",,6","  -11",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-27","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  133",",,6","   17",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-28","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  172",",,6","   22",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-29","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  211",",,6","   61",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-30","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  167",",,6","   72",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-10-31","42.0027","-83.9336","237.7","TECUMSEH, MI US","  198",",,6,",,,,,"  100",",,6","   67",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-11-01","42.0027","-83.9336","237.7","TECUMSEH, MI US","  198",",,6,",,,,,"   83",",,6","  -28",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-11-02","42.0027","-83.9336","237.7","TECUMSEH, MI US","   36",",,6,",,,,,"  144",",,6","    0",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-11-03","42.0027","-83.9336","237.7","TECUMSEH, MI US","    3",",,6,",,,,,"  172",",,6","    6",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-11-04","42.0027","-83.9336","237.7","TECUMSEH, MI US","   15",",,6,",,,,,"  178",",,6","  133",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-11-05","42.0027","-83.9336","237.7","TECUMSEH, MI US","  254",",,6,",,,,,"  156",",,6","  122",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-11-06","42.0027","-83.9336","237.7","TECUMSEH, MI US","    5",",,6,",,,,,"  128",",,6","  -22",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-11-07","42.0027","-83.9336","237.7","TECUMSEH, MI US","    0","P,,6,",,,,,"  128",",,6","  -11",",,6",,,,,,,,,,,,,,,,
"USC00208080","1994-11-08","42.0027","-83.9336","237.7","TECUMSEH, MI US","  102",",,6,",,,,,"  161",",,6","   61",",,6",,,,,,,,,,,,,,,,
