"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00207320","2004-12-11","41.8069","-83.583","198.7","SAMARIA, MI US","   51",",,0,0800","    0","T,,0","    0","T,,0","   67",",,0","  -67",",,0",,,,,,,"  -11",",,0,0800",,,,,,,"    1",",,0",,,,
"USC00207320","2004-12-12","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","T,,0","    0","P,,0","   67",",,0","  -17",",,0",,,,,,,"  -17",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-13","41.8069","-83.583","198.7","SAMARIA, MI US","   25",",,0,0800","    0","T,,0","    0","T,,0","   50",",,0","  -28",",,0",,,,,,,"  -28",",,0,0800",,,,,,,,,,,"    1",",,0"
"USC00207320","2004-12-14","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","T,,0","    0","P,,0","   11",",,0","  -61",",,0",,,,,,,"  -61",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-15","41.8069","-83.583","198.7","SAMARIA, MI US","    8",",,0,0800",,,"    0","P,,0","  -28",",,0","  -83",",,0",,,,,,,"  -83",",I,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-16","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","T,,0","    0","P,,0","   17",",,0","  -28",",I,0",,,,,,,"  -28",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-17","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   44",",,0","  -39",",,0",,,,,,,"  -39",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-18","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","    0",",,0","  -33",",,0",,,,,,,"  -33",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-19","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2004-12-20","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0"," -122",",,0"," -178",",,0",,,,,,," -178",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-21","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  -22",",,0","  -39",",I,0",,,,,,,"  -39",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-22","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","  -56",",,0",,,,,,,"  -56",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-23","41.8069","-83.583","198.7","SAMARIA, MI US",,,"   51",",,0",,,"  -33",",,0","  -83",",,0",,,,,,,"  -83",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-24","41.8069","-83.583","198.7","SAMARIA, MI US",,,"   25",",,0",,,"  -39",",,0"," -178",",,0","    2",",,0","    8",",,0",,," -178",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-25","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  -94",",,0"," -189",",,0",,,,,,," -189",",I,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-26","41.8069","-83.583","198.7","SAMARIA, MI US","    8",",,0,0800","    0","T,,0",,,"  -89",",,0"," -106",",I,0",,,,,,," -106",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-27","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0",",,0",,,"  -39",",,0"," -150",",,0",,,,,,," -150",",I,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-28","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  -50",",,0","  -67",",I,0",,,,,,,"  -67",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-29","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","T,,0",,,"   28",",,0","    6",",I,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2004-12-30","41.8069","-83.583","198.7","SAMARIA, MI US","   18",",,0,0800","    0","P,,0",,,"   44",",,0","   -6",",,0",,,,,,,"   -6",",,0,0800",,,"    1",",,0",,,,,,,,
"USC00207320","2004-12-31","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  106",",,0","   89",",I,0",,,,,,,"   89",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-01","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  150",",,0","  -11",",,0",,,,,,,"  -11",",I,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-02","41.8069","-83.583","198.7","SAMARIA, MI US","   51",",,0,0800","    0","P,,0","    0","P,,0","  139",",,0","   11",",I,0",,,,,,,"   11",",,0,0800",,,"    1",",,0",,,,,,,,
"USC00207320","2005-01-03","41.8069","-83.583","198.7","SAMARIA, MI US","   23",",,0,0800","    0","P,,0","    0","P,,0","  133",",,0","   17",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-05","41.8069","-83.583","198.7","SAMARIA, MI US",,,,,"   51",",,0","   -6",",,0","  -39",",,0",,,"   64",",,0","   51",",,0","  -39",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-06","41.8069","-83.583","198.7","SAMARIA, MI US","  102",",,0,0800","  140",",,0","  102",",,0","  -11",",,0","  -33",",,0",,,,,,,"  -33",",,0,0800",,,,,,,"    1",",,0",,,,
"USC00207320","2005-01-07","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  -11",",,0","  -61",",,0",,,,,,,"  -61",",I,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-08","41.8069","-83.583","198.7","SAMARIA, MI US","  152",",,0,0800","  152",",,0",,,"  -11",",,0","  -33",",I,0",,,,,,,"  -33",",I,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-09","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","T,,0","  152",",,0","   11",",,0","  -22",",I,0",,,,,,,"  -22",",I,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-10","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","  127",",,0","   22",",,0","    0",",I,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-11","41.8069","-83.583","198.7","SAMARIA, MI US","  114",",,0,0800","  102",",,0","  203",",,0","   33",",,0","  -11",",,0",,,,,,,"  -11",",I,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-12","41.8069","-83.583","198.7","SAMARIA, MI US","  124",",,0,0800","    0","P,,0","  127",",,0","   17",",,0","    6",",I,0",,,,,,,"    6",",,0,0800",,,,,"    1",",,0",,,,,,
"USC00207320","2005-01-13","41.8069","-83.583","198.7","SAMARIA, MI US","  130",",,0,0800","    0","P,,0",,,"  161",",,0","  -67",",,0",,,,,,,"  -67",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-14","41.8069","-83.583","198.7","SAMARIA, MI US","    0",",,0,0800","    0","P,,0",,,"  -50",",,0"," -111",",,0",,,,,,," -111",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-15","41.8069","-83.583","198.7","SAMARIA, MI US","    0",",,0,0800","    0",",,0",,,"  -39",",,0"," -117",",,0",,,,,,," -117",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-16","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","T,,0",,,"  -39",",,0"," -111",",,0",,,,,,," -111",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-17","41.8069","-83.583","198.7","SAMARIA, MI US","    5",",,0,0800","    0","T,,0",,,"  -78",",,0"," -150",",,0",,,,,,," -150",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-18","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","T,,0",,,"  -83",",,0"," -194",",,0",,,,,,," -194",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-19","41.8069","-83.583","198.7","SAMARIA, MI US","   18",",,0,0800",,,,,"  -39",",,0"," -300",",,0",,,,,,,"  -56",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-20","41.8069","-83.583","198.7","SAMARIA, MI US","    5",",,0,0800","    0","P,,0",,,"   11",",,0"," -100",",,0",,,,,,," -100",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-21","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  -39",",,0"," -161",",,0",,,,,,," -161",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-22","41.8069","-83.583","198.7","SAMARIA, MI US","  122",",,0,0800","  127",",,0",,,"  -72",",,0"," -161",",,0",,,,,,,"  -94",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-23","41.8069","-83.583","198.7","SAMARIA, MI US","   51",",,0,0800","  203",",,0",,,"  -72",",,0"," -189",",,0",,,,,,," -189",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-24","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0",",,0","  178",",,0","  -83",",,0"," -189",",,0",,,,,,," -111",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-25","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","  152",",,0","  -11",",,0"," -111",",,0",,,,,,,"  -44",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-26","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","  127",",,0","  -11",",,0","  -44",",,0",,,,,,,"  -11",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-27","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","  127",",,0","    6",",,0"," -211",",,0",,,,,,," -211",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-28","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","  127",",,0","  -78",",,0"," -211",",I,0",,,,,,," -222",",I,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-29","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","  102",",,0","  -50",",,0"," -222",",,0",,,,,,,"  -67",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-30","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","  102",",,0","    6",",,0","  -94",",,0",,,,,,,"  -94",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-01-31","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"   -6",",,0","  -94",",,0",,,,,,,"  -89",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-01","41.8069","-83.583","198.7","SAMARIA, MI US","  109",",,0,0800","    0","P,,0","   25",",,0","   28",",,0","  -50",",,0",,,,,,,"  -50",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-02","41.8069","-83.583","198.7","SAMARIA, MI US","   28",",,0,0800",,,"   25",",,0","  -22",",,0","  -72",",,0",,,,,,,"  -72",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-03","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  -22",",,0"," -133",",,0",,,,,,," -133",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-04","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  -11",",,0"," -133",",,0",,,,,,,"  -78",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-07","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  122",",,0","   78",",,0",,,,,,,"   78",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-08","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  139",",,0"," -106",",,0",,,,,,,"  -94",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-09","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  -28",",,0"," -122",",,0",,,,,,,"  -94",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-10","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  -11",",,0"," -117",",,0",,,,,,," -100",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-11","41.8069","-83.583","198.7","SAMARIA, MI US","   28",",,0,0800","    0","P,,0","    0","P,,0","   11",",,0"," -100",",,0",,,,,,,"  -50",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-12","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   22",",,0","  -56",",,0",,,,,,,"  -17",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-13","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   22",",,0"," -100",",,0",,,,,,,"  -83",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-14","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   22",",,0"," -111",",,0",,,,,,,"  -61",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-15","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   28",",,0","  -67",",,0",,,,,,,"  -28",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-16","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   56",",,0"," -117",",,0",,,,,,,"  -67",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-17","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   50",",,0","  -72",",,0",,,,,,,"  -22",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-18","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   44",",,0","  -28",",,0",,,,,,,"  -17",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-19","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   39",",,0","  -22",",,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-20","41.8069","-83.583","198.7","SAMARIA, MI US","   33",",,0,0800","    0","P,,0","    0","P,,0","   50",",,0","  -28",",,0",,,,,,,"   11",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-21","41.8069","-83.583","198.7","SAMARIA, MI US","    0",",,0,0800","    0","P,,0","    0","P,,0","   50",",,0","  -17",",,0",,,,,,,"  -11",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-22","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   67",",,0","  -17",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-23","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","  -17",",,0",,,,,,,"  -11",",,0,0800",,,,,,,"    1",",,0",,,,
"USC00207320","2005-03-24","41.8069","-83.583","198.7","SAMARIA, MI US","   51",",,0,0800","   38",",,0",,,"   11",",,0","  -17",",,0",,,,,,,"  -11",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-25","41.8069","-83.583","198.7","SAMARIA, MI US","    0",",,0,0800","    0",",,0",,,"   83",",,0","  -17",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-26","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"   50",",,0","  -33",",,0",,,,,,,"  -22",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-27","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   67",",,0","  -33",",,0",,,,,,,"   -6",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-28","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   67",",,0","   -6",",,0",,,,,,,"   22",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-29","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  150",",,0","  -33",",,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-30","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  161",",,0","    6",",,0",,,,,,,"   50",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-03-31","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  233",",,0","   44",",,0",,,,,,,"  122",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-01","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  161",",,0","  -17",",,0",,,,,,,"   33",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-02","41.8069","-83.583","198.7","SAMARIA, MI US","   64",",,0,0800","    0","P,,0","    0","P,,0","  133",",,0","   17",",,0",,,,,,,"   22",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-03","41.8069","-83.583","198.7","SAMARIA, MI US","   56",",,0,0800","    0","P,,0","    0","P,,0","   67",",,0","    6",",,0",,,,,,,"   11",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-04","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","    0","P,,0","  150",",,0","    0",",,0",,,,,,,"   28",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-05","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  189",",,0","   22",",,0",,,,,,,"   61",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-06","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  244",",,0","   50",",,0",,,,,,,"  100",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-07","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  267",",,0","   94",",,0",,,,,,,"  117",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-08","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  150",",,0","  -17",",,0",,,,,,,"  100",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-09","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  161",",,0","    0",",,0",,,,,,,"   44",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-10","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  139",",,0","    6",",,0",,,,,,,"   22",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-11","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  161",",,0","   17",",,0",,,,,,,"   72",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-12","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  133",",,0","   17",",,0",,,,,,,"   39",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-13","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  100",",,0","   11",",,0",,,,,,,"   28",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-14","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  156",",,0","  -11",",,0",,,,,,,"   28",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-15","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  172",",,0","   -6",",,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-16","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  139",",,0","  -11",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-17","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2005-04-18","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2005-04-19","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2005-04-20","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2005-04-21","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2005-04-22","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2005-04-23","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2005-04-24","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2005-04-25","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,"  -17",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-26","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  167",",,0","   -6",",,0",,,,,,,"   50",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-27","41.8069","-83.583","198.7","SAMARIA, MI US","  127",",,0,0800","    0","P,,0","    0","P,,0","  156",",,0","   33",",,0",,,,,,,"   50",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-28","41.8069","-83.583","198.7","SAMARIA, MI US","   28",",,0,0800","    0","P,,0","    0","P,,0","  122",",,0","  -11",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-29","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  144",",,0","    0",",,0",,,,,,,"   50",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-04-30","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  133",",,0","   44",",,0",,,,,,,"   56",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-06-01","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  267",",,0","   72",",,0",,,,,,,"  128",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-06-02","41.8069","-83.583","198.7","SAMARIA, MI US","    0",",,0,0800","    0","P,,0","    0","P,,0","  250",",,0","  100",",,0",,,,,,,"  156",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-06-03","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  222",",,0","  150",",,0",,,,,,,"  167",",,0,0800",,,,,,,,,,,,
"USC00207320","2005-06-04","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  244",",,0","  133",",,0",,,,,,,"  172",",,0,0800",,,,,,,,,,,,
