"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"USW00094889","1998-11-30","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"  167",",,W","   72",",,W","   70",",,W"," 2032",",,W"," 1747",",,W","  122",",,W",,,"  270",",,W","  220",",,W","  130",",,W","  170",",,W",,,,,,,,,,
"USW00094889","1998-12-01","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  128",",,W","   22",",,W","   56",",,W"," 0119",",,W"," 0200",",,W","   78",",,W",,,"  280",",,W","  290",",,W","  112",",,W","  139",",,W",,,,,,,,,,
"USW00094889","1998-12-02","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  167",",,W","   56",",,W","   56",",,W"," 1354",",,W"," 1341",",,W","  111",",,W",,,"  240",",,W","  240",",,W","   94",",,W","  107",",,W",,,,,,,,,,
"USW00094889","1998-12-03","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   13",",,W",,,"  183",",,W","   78",",,W","   48",",,W"," 1440",",,W"," 1440",",,W","  133",",,W",,,"  250",",,W","  250",",,W","  107",",,W","  134",",,W",,,,,,,,,,
"USW00094889","1998-12-04","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    5",",,W",,,"  161",",,W","   72",",,W","   17",",,W"," 1940",",,W"," 1940",",,W","  117",",,W",,,"  190",",,W","  180",",,W","   31",",,W","   36",",,W",,,,,,,,,,
"USW00094889","1998-12-05","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    3",",,W",,,"  178",",,W","   78",",,W","   30",",,W"," 1530",",,W"," 1530",",,W","  128",",,W",,,"  200",",,W","  200",",,W","   76",",,W","   98",",,W",,,,,,,,,,
"USW00094889","1998-12-06","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","  180",",,W",,,"  200",",,W","   83",",,W","   47",",,W"," 2322",",,W"," 2322",",,W","  144",",,W",,,"  290",",,W","  290",",,W","  197",",,W","  246",",,W",,,,,,,,,,
"USW00094889","1998-12-07","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    3",",,W",,,"   78",",,W","   11",",,W","   39",",,W"," 0201",",,W"," 0200",",,W","   44",",,W",,,"  330",",,W","  330",",,W","  103",",,W","  139",",,W",,,,,,,,,,
"USW00094889","1998-12-08","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   61",",,W","  -44",",,W","   26",",,W"," 1200",",,W"," 1359",",,W","   11",",,W",,,"  280",",,W","  280",",,W","   72",",,W","   80",",,W",,,,,,,,,,
"USW00094889","1998-12-09","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   83",",,W","  -39",",,W","   28",",,W"," 1259",",,W"," 1411",",,W","   22",",,W",,,"  240",",,W","  250",",,W","   58",",,W","   63",",,W",,,,,,,,,,
"USW00094889","1998-12-10","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   67",",,W","  -50",",,W","   40",",,W"," 1309",",,W"," 1308",",,W","   11",",,W",,,"  260",",,W","  260",",,W","   76",",,W","   89",",,W",,,,,,,,,,
"USW00094889","1998-12-11","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   83",",,W","  -61",",,W","   30",",,W"," 1426",",,W"," 1425",",,W","   11",",,W",,,"  230",",,W","  230",",,W","   72",",,W","   80",",,W",,,,,,,,,,
"USW00094889","1998-12-12","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   83",",,W","  -78",",,W","   26",",,W"," 1354",",,W"," 1326",",,W","    6",",,W",,,"  190",",,W","  190",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00094889","1998-12-13","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  100",",,W","  -78",",,W","   25",",,W"," 1536",",,W"," 1547",",,W","   11",",,W",,,"  340",",,W","  360",",,W","   63",",,W","   72",",,W",,,,,,,,,,
"USW00094889","1998-12-14","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   56",",,W","  -67",",,W","   25",",,W"," 1616",",,W"," 0118",",,W","   -6",",,W",,,"  220",",,W","   10",",,W","   45",",,W","   63",",,W",,,,,,,,,,
"USW00094889","1998-12-15","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  128",",,W","  -39",",,W","   40",",,W"," 1336",",,W"," 1359",",,W","   44",",,W",,,"  240",",,W","  250",",,W","  112",",,W","  134",",,W",,,,,,,,,,
"USW00094889","1998-12-16","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   10",",,W",,,"   39",",,W","  -56",",,W","   14",",,W"," 1741",",,W"," 1729",",,W","   -6",",,W",,,"  340",",,W","  360",",,W","   58",",,W","   72",",,W",,,,,,,,,,
"USW00094889","1998-12-17","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"   28",",,W","  -61",",,W","   40",",,W"," 1444",",,W"," 1442",",,W","  -17",",,W",,,"  320",",,W","  320",",,W","   98",",,W","  125",",,W",,,,,,,,,,
"USW00094889","1998-12-18","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"   67",",,W"," -100",",,W","   44",",,W"," 1416",",,W"," 1442",",,W","  -17",",,W",,,"  150",",,W","  160",",,W","   98",",,W","  125",",,W",,,,,,,,,,
"USW00094889","1998-12-19","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   38",",,W",,,"   72",",,W","  -50",",,W","   46",",,W"," 0241",",,W"," 0241",",,W","   11",",,W",,,"  210",",,W","  210",",,W","  116",",,W","  161",",,W",,,,,,,,,,
"USW00094889","1998-12-20","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    5",",,W",,,"   11",",,W","  -44",",,W","   25",",,W"," 0309",",,W"," 0309",",,W","  -17",",,W",,,"   10",",,W","   10",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00094889","1998-12-21","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   53",",,W",,,"   39",",,W","  -44",",,W","   34",",,W"," 2302",",,W"," 2331",",,W","    0",",,W",,,"  280",",,W","  280",",,W","   80",",,W","  103",",,W",,,,,,,,,,
"USW00094889","1998-12-22","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"  -44",",,W"," -139",",,W","   74",",,W"," 1245",",,W"," 1242",",,W","  -89",",,W",,,"  270",",,W","  260",",,W","  130",",,W","  161",",,W",,,,,,,,,,
"USW00094889","1998-12-23","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  -67",",,W"," -150",",,W","   40",",,W",,,,," -106",",,W",,,,,,,,,"    0",",,W",,,,,,,,,,
"USW00094889","1998-12-24","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  -28",",,W"," -133",",,W","   45",",,W"," 1234",",,W"," 1227",",,W","  -78",",,W",,,"  270",",,W","  250",",,W","  116",",,W","  143",",,W",,,,,,,,,,
"USW00094889","1998-12-25","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  -17",",,W"," -122",",,W","   47",",,W"," 1456",",,W"," 1455",",,W","  -67",",,W",,,"  210",",,W","  220",",,W","   89",",,W","  107",",,W",,,,,,,,,,
"USW00094889","1998-12-26","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"    0",",,W"," -133",",,W","   42",",,W"," 1036",",,W"," 1147",",,W","  -67",",,W",,,"  260",",,W","  270",",,W","   98",",,W","  130",",,W",,,,,,,,,,
"USW00094889","1998-12-27","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   28",",,W"," -133",",,W","   46",",,W"," 1227",",,W"," 1226",",,W","  -50",",,W",,,"  210",",,W","  200",",,W","  103",",,W","  134",",,W",,,,,,,,,,
"USW00094889","1998-12-28","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   44",",,W"," -111",",,W","   15",",,W"," 1513",",,W"," 1642",",,W","  -33",",,W",,,"  190",",,W","  130",",,W","   45",",,W","   49",",,W",,,,,,,,,,
"USW00094889","1998-12-29","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   13",",,W",,,"   17",",,W"," -111",",,W","   53",",,W"," 1607",",,W"," 2114",",,W","  -44",",,W",,,"  330",",,W","  350",",,W","  130",",,W","  161",",,W",,,,,,,,,,
"USW00094889","1998-12-30","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"  -72",",,W"," -133",",,W","   44",",,W"," 2355",",,W"," 2354",",,W"," -100",",,W",,,"  330",",,W","  330",",,W","   89",",,W","  125",",,W",,,,,,,,,,
"USW00094889","1998-12-31","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    3",",,W",,,"  -67",",,W"," -106",",,W","   46",",,W"," 1415",",,W"," 1635",",,W","  -83",",,W",,,"  250",",,W","  280",",,W","   89",",,W","  103",",,W",,,,,,,,,,
"USW00094889","1999-01-01","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,," -100",",,W"," -144",",,W","   34",",,W"," 0542",",,W"," 0459",",,W"," -122",",,W",,,"  310",",,W","  290",",,W","   67",",,W","   89",",,W",,,,,,,,,,
"USW00094889","1999-01-02","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   99",",,W",,,"  -17",",,W"," -122",",,W","   75",",,W"," 1332",",,W"," 1331",",,W","  -67",",,W",,,"   80",",,W","   70",",,W","  139",",,W","  179",",,W",,,,,,,,,,
"USW00094889","1999-01-03","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    8",",,W",,,"    6",",,W"," -128",",,W","   83",",,W"," 1047",",,W"," 1045",",,W","  -61",",,W",,,"  210",",,W","  220",",,W","  134",",,W","  170",",,W",,,,,,,,,,
"USW00094889","1999-01-04","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,," -122",",,W"," -189",",,W","   62",",,W"," 1240",",,W"," 0357",",,W"," -156",",,W",,,"  240",",,W","  220",",,W","   94",",,W","  116",",,W",,,,,,,,,,
"USW00094889","1999-01-05","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,," -167",",,W"," -256",",,W","   33",",,W"," 1313",",,W"," 1357",",,W"," -211",",,W",,,"  200",",,W","  200",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00094889","1999-01-06","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"  -33",",,W"," -167",",,W","   55",",,W"," 1421",",,W"," 1547",",,W"," -100",",,W",,,"  240",",,W","  270",",,W","  103",",,W","  130",",,W",,,,,,,,,,
"USW00094889","1999-01-07","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"  -94",",,W"," -183",",,W","   35",",,W"," 1159",",,W"," 1128",",,W"," -139",",,W",,,"  250",",,W","  260",",,W","   72",",,W","   94",",,W",,,,,,,,,,
"USW00094889","1999-01-08","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   15",",,W",,,"  -83",",,W"," -206",",,W","   32",",,W"," 2142",",,W"," 2141",",,W"," -144",",,W",,,"  350",",,W","  360",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00094889","1999-01-09","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"   50",",S,W"," -183",",,W","   40",",,W"," 1517",",,W"," 1516",",,W","  -67",",,W",,,"  270",",,W","  270",",,W","   76",",,W","   94",",,W",,,,,,,,,,
"USW00094889","1999-01-10","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"  -22",",,W"," -200",",,W","   49",",,W"," 1802",",,W"," 1802",",,W"," -111",",,W",,,"  270",",,W","  270",",,W","   94",",,W","  103",",,W",,,,,,,,,,
"USW00094889","1999-01-11","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   33",",,W",,,"   -6",",,W"," -194",",,W","   33",",,W"," 1414",",,W"," 1405",",,W"," -100",",,W",,,"  190",",,W","  180",",,W","   76",",,W","   94",",,W",,,,,,,,,,
"USW00094889","1999-01-12","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   38",",,W",,,"   56",",S,W","  -89",",,W","   30",",,W"," 2114",",,W"," 2257",",,W","  -17",",,W",,,"   30",",,W","  360",",,W","   63",",,W","   72",",,W",,,,,,,,,,
"USW00094889","1999-01-13","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    8",",,W",,,"  -78",",,W"," -167",",,W","   67",",,W"," 1343",",,W"," 1037",",,W"," -122",",,W",,,"   30",",,W","   20",",,W","  103",",,W","  134",",,W",,,,,,,,,,
"USW00094889","1999-01-14","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,," -117",",,W"," -172",",,W","   55",",,W"," 0135",",,W"," 0133",",,W"," -144",",,W",,,"   40",",,W","   50",",,W","   89",",,W","  116",",,W",,,,,,,,,,
"USW00094889","1999-01-15","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"  -78",",,W"," -167",",,W","   38",",,W"," 2329",",,W"," 2325",",,W"," -122",",,W",,,"  190",",,W","  180",",,W","   49",",,W","   63",",,W",,,,,,,,,,
"USW00094889","1999-01-16","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   39",",,W","  -78",",,W","   48",",,W"," 1309",",,W"," 1309",",,W","  -17",",,W",,,"  250",",,W","  240",",,W","  103",",,W","  116",",,W",,,,,,,,,,
"USW00094889","1999-01-17","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   69",",,W",,,"   44",",,W"," -144",",,W","   31",",,W"," 1433",",,W"," 1432",",,W","  -50",",,W",,,"  110",",,W","  120",",,W","   89",",,W","  125",",,W",,,,,,,,,,
"USW00094889","1999-01-18","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   48",",,W",,,"   50",",,W","  -11",",,W","   77",",,W"," 2314",",,W"," 2313",",,W","   22",",,W",,,"  240",",,W","  250",",,W","  139",",,W","  165",",,W",,,,,,,,,,
"USW00094889","1999-01-19","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0","T,,W",,,"    0",",,W","  -72",",,W","   61",",,W"," 0154",",,W"," 0139",",,W","  -33",",,W",,,"  260",",,W","  250",",,W","  134",",,W","  152",",,W",,,,,,,,,,
"USW00094889","1999-01-20","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   11",",,W","  -89",",,W","   11",",,W"," 1340",",,W"," 0108",",,W","  -39",",,W",,,"  150",",,W","  260",",,W","   40",",,W","   49",",,W",,,,,,,,,,
"USW00094889","1999-01-21","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"   67",",,W","  -61",",,W","   36",",,W"," 2345",",,W"," 2344",",,W","    6",",,W",,,"   70",",,W","   70",",,W","   76",",,W","   98",",,W",,,,,,,,,,
"USW00094889","1999-01-22","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","  274",",,W",,,"   78",",,W","   11",",,W","   40",",,W"," 0818",",,W"," 0825",",,W","   44",",,W",,,"   70",",,W","   70",",,W","  107",",,W","  130",",,W",,,,,,,,,,
"USW00094889","1999-01-23","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   10",",,W",,,"  117",",,W","   17",",,W","   52",",,W"," 2022",",,W"," 1936",",,W","   67",",,W",,,"  220",",,W","  220",",,W","  125",",,W","  161",",,W",,,,,,,,,,
"USW00094889","1999-01-24","42.22393","-83.73983","250.6","ANN ARBOR MUNICIPAL AIRPORT, MI US","   20",",,W",,,"   22",",,W","   -6",",,W","   60",",,W"," 0754",",,W"," 0736",",,W","   11",",,W",,,"  270",",,W","  260",",,W","  107",",,W","  134",",,W",,,,,,,,,,
