"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00202308","1994-04-26","41.9552","-83.6488","201.2","DUNDEE, MI US","  135",",,6,","    0",",,6,",,,,,,,,,,,,,,,,
"USC00202308","1994-04-27","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,","    0",",,6,",,,,,,,,,,,,,,,,
"USC00202308","1994-04-28","41.9552","-83.6488","201.2","DUNDEE, MI US","  117",",,6,","    0",",,6,",,,,,,,,,,,,,,,,
"USC00202308","1994-04-29","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,","    0",",,6,",,,,,,,,,,,,,,,,
"USC00202308","1994-04-30","41.9552","-83.6488","201.2","DUNDEE, MI US","  155",",,6,","    0",",,6,",,,,,,,,,,,,,,,,
"USC00202308","1994-06-01","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-02","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-03","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-04","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-05","41.9552","-83.6488","201.2","DUNDEE, MI US","   10",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-06","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-07","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-08","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-09","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-10","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-11","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-12","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-13","41.9552","-83.6488","201.2","DUNDEE, MI US","  328",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-14","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-15","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-16","41.9552","-83.6488","201.2","DUNDEE, MI US","   10",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-17","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-18","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-19","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-20","41.9552","-83.6488","201.2","DUNDEE, MI US","   43",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-21","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-22","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-23","41.9552","-83.6488","201.2","DUNDEE, MI US","  188",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-24","41.9552","-83.6488","201.2","DUNDEE, MI US","  142",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-25","41.9552","-83.6488","201.2","DUNDEE, MI US","   51",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-26","41.9552","-83.6488","201.2","DUNDEE, MI US","    8",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-27","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-28","41.9552","-83.6488","201.2","DUNDEE, MI US","   20",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-29","41.9552","-83.6488","201.2","DUNDEE, MI US","    3",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-06-30","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-01","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-02","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-03","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-04","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-05","41.9552","-83.6488","201.2","DUNDEE, MI US","   99",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-06","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-07","41.9552","-83.6488","201.2","DUNDEE, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-08","41.9552","-83.6488","201.2","DUNDEE, MI US","   48",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-09","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-10","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-11","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-12","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-13","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-14","41.9552","-83.6488","201.2","DUNDEE, MI US","   13",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-15","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-16","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-17","41.9552","-83.6488","201.2","DUNDEE, MI US","   10",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-18","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-19","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-20","41.9552","-83.6488","201.2","DUNDEE, MI US","   30",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-21","41.9552","-83.6488","201.2","DUNDEE, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-22","41.9552","-83.6488","201.2","DUNDEE, MI US","   13",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-23","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-24","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-25","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-26","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-27","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-28","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-29","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-30","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-07-31","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-01","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-02","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-03","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-04","41.9552","-83.6488","201.2","DUNDEE, MI US","   43",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-05","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-06","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-07","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-08","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-09","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-10","41.9552","-83.6488","201.2","DUNDEE, MI US","  130",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-11","41.9552","-83.6488","201.2","DUNDEE, MI US","  127",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-12","41.9552","-83.6488","201.2","DUNDEE, MI US","  465",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-13","41.9552","-83.6488","201.2","DUNDEE, MI US","  544",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-14","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-15","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-16","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-17","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-18","41.9552","-83.6488","201.2","DUNDEE, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-19","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-20","41.9552","-83.6488","201.2","DUNDEE, MI US","   36",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-21","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-22","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-23","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-24","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-25","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-26","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-27","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-28","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-29","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-30","41.9552","-83.6488","201.2","DUNDEE, MI US","   46",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-08-31","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-01","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-02","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-03","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-04","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-05","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-06","41.9552","-83.6488","201.2","DUNDEE, MI US","   28",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-07","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-08","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-09","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-10","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-11","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-12","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-13","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-14","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-15","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-16","41.9552","-83.6488","201.2","DUNDEE, MI US","   10",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-17","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-18","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-19","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-20","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-21","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-22","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-23","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-24","41.9552","-83.6488","201.2","DUNDEE, MI US","   53",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-25","41.9552","-83.6488","201.2","DUNDEE, MI US","   89",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-26","41.9552","-83.6488","201.2","DUNDEE, MI US","  102",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-27","41.9552","-83.6488","201.2","DUNDEE, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-28","41.9552","-83.6488","201.2","DUNDEE, MI US","    8",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-29","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-09-30","41.9552","-83.6488","201.2","DUNDEE, MI US","  152",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-01","41.9552","-83.6488","201.2","DUNDEE, MI US","   28",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-02","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-03","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-04","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-05","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-06","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-07","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-08","41.9552","-83.6488","201.2","DUNDEE, MI US","   84",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-09","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-10","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-11","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-12","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-13","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-14","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-15","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-16","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-17","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-18","41.9552","-83.6488","201.2","DUNDEE, MI US","  130",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-19","41.9552","-83.6488","201.2","DUNDEE, MI US","   13",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-20","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-21","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-22","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-23","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-24","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-25","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-26","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-27","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-28","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-29","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-30","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-10-31","41.9552","-83.6488","201.2","DUNDEE, MI US","  137",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-01","41.9552","-83.6488","201.2","DUNDEE, MI US","   36",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-02","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-03","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-04","41.9552","-83.6488","201.2","DUNDEE, MI US","   36",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-05","41.9552","-83.6488","201.2","DUNDEE, MI US","  221",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-06","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-07","41.9552","-83.6488","201.2","DUNDEE, MI US","  112",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-08","41.9552","-83.6488","201.2","DUNDEE, MI US","   58",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-09","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-10","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-11","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-12","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-13","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-14","41.9552","-83.6488","201.2","DUNDEE, MI US","    0","T,,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-15","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-16","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-17","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
"USC00202308","1994-11-18","41.9552","-83.6488","201.2","DUNDEE, MI US","    0",",,6,",,,,,,,,,,,,,,,,,,
