"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00205563","2003-06-23","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-06-24","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-06-25","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-06-26","41.9069","-83.4158","178.6","MONROE, MI US","   81",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-06-27","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-06-28","41.9069","-83.4158","178.6","MONROE, MI US","   46",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-06-29","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-06-30","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-01","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-02","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-03","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-04","41.9069","-83.4158","178.6","MONROE, MI US","   25",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-05","41.9069","-83.4158","178.6","MONROE, MI US","   33",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-06","41.9069","-83.4158","178.6","MONROE, MI US","  127",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-07","41.9069","-83.4158","178.6","MONROE, MI US","   76",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-08","41.9069","-83.4158","178.6","MONROE, MI US","  152",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-09","41.9069","-83.4158","178.6","MONROE, MI US","   51",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-10","41.9069","-83.4158","178.6","MONROE, MI US","    5",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-11","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-12","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-13","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-14","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-15","41.9069","-83.4158","178.6","MONROE, MI US","   38",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-16","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-17","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-18","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-19","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-20","41.9069","-83.4158","178.6","MONROE, MI US","  122",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-21","41.9069","-83.4158","178.6","MONROE, MI US","  142",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-22","41.9069","-83.4158","178.6","MONROE, MI US","  132",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-23","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-24","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-25","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-26","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-27","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-28","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-29","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-30","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-07-31","41.9069","-83.4158","178.6","MONROE, MI US","    0","P,,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-08-01","41.9069","-83.4158","178.6","MONROE, MI US","  254",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00205563","2003-08-02","41.9069","-83.4158","178.6","MONROE, MI US","   25",",,0,0900","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
