"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00203712","1994-08-07","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-08","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-09","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-10","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-11","42.4344","-83.9858","271.3","HELL, MI US","  117",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-12","42.4344","-83.9858","271.3","HELL, MI US","   64",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-13","42.4344","-83.9858","271.3","HELL, MI US","  330",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-14","42.4344","-83.9858","271.3","HELL, MI US","  284",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-15","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-16","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-17","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-18","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-19","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-20","42.4344","-83.9858","271.3","HELL, MI US","   15",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-21","42.4344","-83.9858","271.3","HELL, MI US","  137",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-22","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-23","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-24","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-25","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-26","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-27","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-28","42.4344","-83.9858","271.3","HELL, MI US","  213",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-29","42.4344","-83.9858","271.3","HELL, MI US","   33",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-30","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-31","42.4344","-83.9858","271.3","HELL, MI US","   15",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-01","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-02","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-03","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-04","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-05","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-06","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-07","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-08","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-09","42.4344","-83.9858","271.3","HELL, MI US","   43",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-10","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-11","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-12","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-13","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-14","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-15","42.4344","-83.9858","271.3","HELL, MI US","  244",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-16","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-17","42.4344","-83.9858","271.3","HELL, MI US","   23",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-18","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-19","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-20","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-21","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-22","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-23","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-24","42.4344","-83.9858","271.3","HELL, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-25","42.4344","-83.9858","271.3","HELL, MI US","   36",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-26","42.4344","-83.9858","271.3","HELL, MI US","  163",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-27","42.4344","-83.9858","271.3","HELL, MI US","  193",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-28","42.4344","-83.9858","271.3","HELL, MI US","   53",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-29","42.4344","-83.9858","271.3","HELL, MI US","   33",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-09-30","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-01","42.4344","-83.9858","271.3","HELL, MI US","  241",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-02","42.4344","-83.9858","271.3","HELL, MI US","   53",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-03","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-04","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-05","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-06","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-07","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-08","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-09","42.4344","-83.9858","271.3","HELL, MI US","  191",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-10","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-11","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-12","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-13","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-14","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-15","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-16","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-17","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-18","42.4344","-83.9858","271.3","HELL, MI US","    8",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-19","42.4344","-83.9858","271.3","HELL, MI US","   69",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-20","42.4344","-83.9858","271.3","HELL, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-10-21","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
